openalex_id,openalex_url,doi,title,publication_year,publication_date,type,cited_by_count,fwci,citation_percentile_value,cited_by_api_url,authors_count,countries_distinct_count,institutions_distinct_count,corresponding_author_ids,corresponding_institution_ids,queried_author_id,queried_author_position,queried_author_is_corresponding,queried_author_raw_name,queried_author_raw_affiliation,is_oa,oa_status,source_id,source_display_name,source_issn_l,source_issn,source_type,source_is_oa,source_host_org_name,apc_list_value_usd,apc_paid_value_usd,primary_topic_id,primary_topic_name,primary_topic_score,primary_subfield_id,primary_subfield_name,primary_field_id,primary_field_name,all_topics,keywords,sustainable_development_goals,referenced_works_count,referenced_works,related_works
W2790329997,https://openalex.org/W2790329997,https://doi.org/10.1111/gcb.14054,Digging deeper: A holistic perspective of factors affecting soil organic carbon sequestration in agroecosystems,2018,2018-01-17,review,831,47.2078,0.99944941,,1,1,1,"[""https://openalex.org/A5049890100""]","[""https://openalex.org/I52357470""]",A5049890100,first,True,Rattan Lal,"[""Carbon Management and Sequestration Center The Ohio State University Columbus OH USA"", ""Carbon Management and Sequestration Center, The Ohio State University, Columbus, OH, USA""]",False,closed,S74970393,Global Change Biology,1354-1013,"[""1354-1013"", ""1365-2486""]",journal,False,Wiley,4120,,T10004,Soil Carbon and Nitrogen Dynamics,0.9991000294685364,1111,Soil Science,11,Agricultural and Biological Sciences,"[{""id"": ""https://openalex.org/T10004"", ""display_name"": ""Soil Carbon and Nitrogen Dynamics"", ""score"": 0.9991000294685364, ""subfield"": {""id"": ""https://openalex.org/subfields/1111"", ""display_name"": ""Soil Science""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T12091"", ""display_name"": ""Peatlands and Wetlands Ecology"", ""score"": 0.9904000163078308, ""subfield"": {""id"": ""https://openalex.org/subfields/2303"", ""display_name"": ""Ecology""}, ""field"": {""id"": ""https://openalex.org/fields/23"", ""display_name"": ""Environmental Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10889"", ""display_name"": ""Soil erosion and sediment transport"", ""score"": 0.9866999983787537, ""subfield"": {""id"": ""https://openalex.org/subfields/1111"", ""display_name"": ""Soil Science""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}]","[{""id"": ""https://openalex.org/keywords/environmental-science"", ""display_name"": ""Environmental science"", ""score"": 0.7453610897064209}, {""id"": ""https://openalex.org/keywords/soil-carbon"", ""display_name"": ""Soil carbon"", ""score"": 0.6242890357971191}, {""id"": ""https://openalex.org/keywords/carbon-sequestration"", ""display_name"": ""Carbon sequestration"", ""score"": 0.6129840612411499}, {""id"": ""https://openalex.org/keywords/soil-water"", ""display_name"": ""Soil water"", ""score"": 0.5910597443580627}, {""id"": ""https://openalex.org/keywords/agroecosystem"", ""display_name"": ""Agroecosystem"", ""score"": 0.4905363917350769}, {""id"": ""https://openalex.org/keywords/soil-science"", ""display_name"": ""Soil science"", ""score"": 0.43825358152389526}, {""id"": ""https://openalex.org/keywords/agronomy"", ""display_name"": ""Agronomy"", ""score"": 0.37393587827682495}, {""id"": ""https://openalex.org/keywords/hydrology"", ""display_name"": ""Hydrology (agriculture)"", ""score"": 0.3354882001876831}, {""id"": ""https://openalex.org/keywords/agriculture"", ""display_name"": ""Agriculture"", ""score"": 0.2702654004096985}, {""id"": ""https://openalex.org/keywords/ecology"", ""display_name"": ""Ecology"", ""score"": 0.15373849868774414}, {""id"": ""https://openalex.org/keywords/geology"", ""display_name"": ""Geology"", ""score"": 0.12852254509925842}, {""id"": ""https://openalex.org/keywords/carbon-dioxide"", ""display_name"": ""Carbon dioxide"", ""score"": 0.10779738426208496}]","[{""display_name"": ""Life in Land"", ""score"": 0.5, ""id"": ""https://metadata.un.org/sdg/15""}]",180,"[""https://openalex.org/W8421042"", ""https://openalex.org/W126989203"", ""https://openalex.org/W136628441"", ""https://openalex.org/W1414126597"", ""https://openalex.org/W1500859743"", ""https://openalex.org/W1509162212"", ""https://openalex.org/W1510917207"", ""https://openalex.org/W1512362855"", ""https://openalex.org/W1514361096"", ""https://openalex.org/W1551032750"", ""https://openalex.org/W1603770066"", ""https://openalex.org/W1635165580"", ""https://openalex.org/W1737006840"", ""https://openalex.org/W1751955665"", ""https://openalex.org/W1838764073"", ""https://openalex.org/W1895518694"", ""https://openalex.org/W1956280464"", ""https://openalex.org/W1963811020"", ""https://openalex.org/W1964589705"", ""https://openalex.org/W1966267679"", ""https://openalex.org/W1968435195"", ""https://openalex.org/W1968858600"", ""https://openalex.org/W1969543759"", ""https://openalex.org/W1970010130"", ""https://openalex.org/W1972825942"", ""https://openalex.org/W1975490876"", ""https://openalex.org/W1976620126"", ""https://openalex.org/W1983133288"", ""https://openalex.org/W1984114559"", ""https://openalex.org/W1989122191"", ""https://openalex.org/W1990940122"", ""https://openalex.org/W1991626095"", ""https://openalex.org/W1992482971"", ""https://openalex.org/W1992884211"", ""https://openalex.org/W1993520814"", ""https://openalex.org/W1993950009"", ""https://openalex.org/W1994475660"", ""https://openalex.org/W1996838292"", ""https://openalex.org/W2000463389"", ""https://openalex.org/W2005014931"", ""https://openalex.org/W2005071074"", ""https://openalex.org/W2005420405"", ""https://openalex.org/W2005472511"", ""https://openalex.org/W2007653090"", ""https://openalex.org/W2007815023"", ""https://openalex.org/W2009723642"", ""https://openalex.org/W2011258314"", ""https://openalex.org/W2012784968"", ""https://openalex.org/W2013721288"", ""https://openalex.org/W2014634808"", ""https://openalex.org/W2015485471"", ""https://openalex.org/W2016787103"", ""https://openalex.org/W2020578468"", ""https://openalex.org/W2025425342"", ""https://openalex.org/W2025888039"", ""https://openalex.org/W2026297115"", ""https://openalex.org/W2028523972"", ""https://openalex.org/W2029026127"", ""https://openalex.org/W2029291201"", ""https://openalex.org/W2031424793"", ""https://openalex.org/W2032157239"", ""https://openalex.org/W2036477816"", ""https://openalex.org/W2037018963"", ""https://openalex.org/W2038224203"", ""https://openalex.org/W2040729350"", ""https://openalex.org/W2044716830"", ""https://openalex.org/W2050022960"", ""https://openalex.org/W2053756232"", ""https://openalex.org/W2057008966"", ""https://openalex.org/W2059314110"", ""https://openalex.org/W2060562353"", ""https://openalex.org/W2060590119"", ""https://openalex.org/W2060970323"", ""https://openalex.org/W2061394632"", ""https://openalex.org/W2062247060"", ""https://openalex.org/W2066842213"", ""https://openalex.org/W2070649761"", ""https://openalex.org/W2070710489"", ""https://openalex.org/W2072796503"", ""https://openalex.org/W2073639116"", ""https://openalex.org/W2073933564"", ""https://openalex.org/W2074514572"", ""https://openalex.org/W2078657230"", ""https://openalex.org/W2081910556"", ""https://openalex.org/W2082720307"", ""https://openalex.org/W2083857556"", ""https://openalex.org/W2085313680"", ""https://openalex.org/W2086153434"", ""https://openalex.org/W2089178244"", ""https://openalex.org/W2093410707"", ""https://openalex.org/W2097013879"", ""https://openalex.org/W2097797616"", ""https://openalex.org/W2101762035"", ""https://openalex.org/W2101966389"", ""https://openalex.org/W2102857806"", ""https://openalex.org/W2103766443"", ""https://openalex.org/W2105427050"", ""https://openalex.org/W2105961364"", ""https://openalex.org/W2106256460"", ""https://openalex.org/W2106986958"", ""https://openalex.org/W2109252556"", ""https://openalex.org/W2109895772"", ""https://openalex.org/W2110357843"", ""https://openalex.org/W2110406941"", ""https://openalex.org/W2112019275"", ""https://openalex.org/W2113392134"", ""https://openalex.org/W2114841478"", ""https://openalex.org/W2120881955"", ""https://openalex.org/W2122307794"", ""https://openalex.org/W2123073816"", ""https://openalex.org/W2123388186"", ""https://openalex.org/W2127679146"", ""https://openalex.org/W2131134030"", ""https://openalex.org/W2132484323"", ""https://openalex.org/W2132887887"", ""https://openalex.org/W2135354012"", ""https://openalex.org/W2135798740"", ""https://openalex.org/W2140817445"", ""https://openalex.org/W2141632165"", ""https://openalex.org/W2142604910"", ""https://openalex.org/W2143430123"", ""https://openalex.org/W2147900713"", ""https://openalex.org/W2153221451"", ""https://openalex.org/W2154816292"", ""https://openalex.org/W2154879904"", ""https://openalex.org/W2155354113"", ""https://openalex.org/W2158474756"", ""https://openalex.org/W2158851398"", ""https://openalex.org/W2159758382"", ""https://openalex.org/W2160425632"", ""https://openalex.org/W2160917602"", ""https://openalex.org/W2160959950"", ""https://openalex.org/W2162686899"", ""https://openalex.org/W2164215496"", ""https://openalex.org/W2165079227"", ""https://openalex.org/W2166363415"", ""https://openalex.org/W2167758131"", ""https://openalex.org/W2172084595"", ""https://openalex.org/W2172197142"", ""https://openalex.org/W2174069807"", ""https://openalex.org/W2191879205"", ""https://openalex.org/W2202754575"", ""https://openalex.org/W2227230362"", ""https://openalex.org/W2253490924"", ""https://openalex.org/W2254100412"", ""https://openalex.org/W2286944625"", ""https://openalex.org/W2290606251"", ""https://openalex.org/W2300082523"", ""https://openalex.org/W2310763002"", ""https://openalex.org/W2316464144"", ""https://openalex.org/W2316763039"", ""https://openalex.org/W2319953357"", ""https://openalex.org/W2321548141"", ""https://openalex.org/W2325207665"", ""https://openalex.org/W2391215166"", ""https://openalex.org/W2402772745"", ""https://openalex.org/W2468612731"", ""https://openalex.org/W2493637273"", ""https://openalex.org/W2506797171"", ""https://openalex.org/W2507552877"", ""https://openalex.org/W2507960150"", ""https://openalex.org/W2561960756"", ""https://openalex.org/W2579486704"", ""https://openalex.org/W2591121333"", ""https://openalex.org/W2593911960"", ""https://openalex.org/W2613250714"", ""https://openalex.org/W2618217362"", ""https://openalex.org/W2724961467"", ""https://openalex.org/W2745770579"", ""https://openalex.org/W2761461115"", ""https://openalex.org/W2761659736"", ""https://openalex.org/W2768500565"", ""https://openalex.org/W2790321402"", ""https://openalex.org/W2890925644"", ""https://openalex.org/W2916961622"", ""https://openalex.org/W4230013776"", ""https://openalex.org/W4231864045"", ""https://openalex.org/W4248744338"", ""https://openalex.org/W4291787690"", ""https://openalex.org/W4409904653""]","[""https://openalex.org/W4403077800"", ""https://openalex.org/W2065746268"", ""https://openalex.org/W4293224177"", ""https://openalex.org/W4301170581"", ""https://openalex.org/W2008804768"", ""https://openalex.org/W2361720056"", ""https://openalex.org/W3031068799"", ""https://openalex.org/W2389393983"", ""https://openalex.org/W2762168591"", ""https://openalex.org/W2946058682""]"
W3035993398,https://openalex.org/W3035993398,https://doi.org/10.1007/s12571-020-01058-3,Home gardening and urban agriculture for advancing food and nutritional security in response to the COVID-19 pandemic,2020,2020-06-23,review,483,76.0397,0.99971866,,1,1,1,"[""https://openalex.org/A5049890100""]","[""https://openalex.org/I52357470""]",A5049890100,first,True,Rattan Lal,"[""Carbon Management and Sequestration Center, The Ohio State University, Columbus, OH 43210 USA"", ""Carbon Management and Sequestration Center, The Ohio State University, Columbus, OH, 43210, USA""]",True,bronze,S73449225,Food Security,1876-4517,"[""1876-4517"", ""1876-4525""]",journal,False,Springer Science+Business Media,3790,,T12253,Urban Agriculture and Sustainability,0.9988999962806702,1110,Plant Science,11,Agricultural and Biological Sciences,"[{""id"": ""https://openalex.org/T12253"", ""display_name"": ""Urban Agriculture and Sustainability"", ""score"": 0.9988999962806702, ""subfield"": {""id"": ""https://openalex.org/subfields/1110"", ""display_name"": ""Plant Science""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T10692"", ""display_name"": ""Urban Green Space and Health"", ""score"": 0.9207000136375427, ""subfield"": {""id"": ""https://openalex.org/subfields/2307"", ""display_name"": ""Health, Toxicology and Mutagenesis""}, ""field"": {""id"": ""https://openalex.org/fields/23"", ""display_name"": ""Environmental Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}]","[{""id"": ""https://openalex.org/keywords/food-security"", ""display_name"": ""Food security"", ""score"": 0.7602675557136536}, {""id"": ""https://openalex.org/keywords/agriculture"", ""display_name"": ""Agriculture"", ""score"": 0.6375113725662231}, {""id"": ""https://openalex.org/keywords/urban-agriculture"", ""display_name"": ""Urban agriculture"", ""score"": 0.605970025062561}, {""id"": ""https://openalex.org/keywords/food-systems"", ""display_name"": ""Food systems"", ""score"": 0.5308642983436584}, {""id"": ""https://openalex.org/keywords/population"", ""display_name"": ""Population"", ""score"": 0.48705413937568665}, {""id"": ""https://openalex.org/keywords/business"", ""display_name"": ""Business"", ""score"": 0.48247507214546204}, {""id"": ""https://openalex.org/keywords/food-processing"", ""display_name"": ""Food processing"", ""score"": 0.46876639127731323}, {""id"": ""https://openalex.org/keywords/urbanization"", ""display_name"": ""Urbanization"", ""score"": 0.4506887197494507}, {""id"": ""https://openalex.org/keywords/sustainability"", ""display_name"": ""Sustainability"", ""score"": 0.43842920660972595}, {""id"": ""https://openalex.org/keywords/megacity"", ""display_name"": ""Megacity"", ""score"": 0.42187416553497314}, {""id"": ""https://openalex.org/keywords/agricultural-productivity"", ""display_name"": ""Agricultural productivity"", ""score"": 0.4157765507698059}, {""id"": ""https://openalex.org/keywords/geography"", ""display_name"": ""Geography"", ""score"": 0.3625582754611969}, {""id"": ""https://openalex.org/keywords/environmental-health"", ""display_name"": ""Environmental health"", ""score"": 0.338005006313324}, {""id"": ""https://openalex.org/keywords/agricultural-economics"", ""display_name"": ""Agricultural economics"", ""score"": 0.3342532217502594}, {""id"": ""https://openalex.org/keywords/economic-growth"", ""display_name"": ""Economic growth"", ""score"": 0.2429150938987732}, {""id"": ""https://openalex.org/keywords/economics"", ""display_name"": ""Economics"", ""score"": 0.13034889101982117}, {""id"": ""https://openalex.org/keywords/medicine"", ""display_name"": ""Medicine"", ""score"": 0.12322798371315002}, {""id"": ""https://openalex.org/keywords/ecology"", ""display_name"": ""Ecology"", ""score"": 0.09906467795372009}]","[{""display_name"": ""Zero hunger"", ""score"": 0.6499999761581421, ""id"": ""https://metadata.un.org/sdg/2""}]",16,"[""https://openalex.org/W1533392821"", ""https://openalex.org/W1994209131"", ""https://openalex.org/W2103597095"", ""https://openalex.org/W2127013582"", ""https://openalex.org/W2185323092"", ""https://openalex.org/W2396701558"", ""https://openalex.org/W2412247133"", ""https://openalex.org/W2766465745"", ""https://openalex.org/W2791276645"", ""https://openalex.org/W2795143436"", ""https://openalex.org/W2906481715"", ""https://openalex.org/W4413732726"", ""https://openalex.org/W6629531539"", ""https://openalex.org/W6746100397"", ""https://openalex.org/W6941217129"", ""https://openalex.org/W7066396430""]","[""https://openalex.org/W3176582267"", ""https://openalex.org/W2793187267"", ""https://openalex.org/W2805384123"", ""https://openalex.org/W4382519310"", ""https://openalex.org/W2617738485"", ""https://openalex.org/W2011129659"", ""https://openalex.org/W2956161365"", ""https://openalex.org/W2950042120"", ""https://openalex.org/W4367625841"", ""https://openalex.org/W610298226""]"
W3156629428,https://openalex.org/W3156629428,https://doi.org/10.1016/j.geodrs.2021.e00398,Soils and sustainable development goals of the United Nations: An International Union of Soil Sciences perspective,2021,2021-04-19,article,455,39.8602,0.99952091,,22,13,22,"[""https://openalex.org/A5049890100""]","[""https://openalex.org/I52357470""]",A5049890100,first,True,Rattan Lal,"[""Carbon Management and Sequestration Center, SENR, The Ohio State University, 210 Kottman Hall, 2021 Coffey Road, Columbus, OH, USA""]",False,closed,S2764403354,Geoderma Regional,2352-0094,"[""2352-0094""]",journal,False,Elsevier BV,2640,,T10004,Soil Carbon and Nitrogen Dynamics,0.97079998254776,1111,Soil Science,11,Agricultural and Biological Sciences,"[{""id"": ""https://openalex.org/T10004"", ""display_name"": ""Soil Carbon and Nitrogen Dynamics"", ""score"": 0.97079998254776, ""subfield"": {""id"": ""https://openalex.org/subfields/1111"", ""display_name"": ""Soil Science""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T11259"", ""display_name"": ""Agriculture Sustainability and Environmental Impact"", ""score"": 0.947700023651123, ""subfield"": {""id"": ""https://openalex.org/subfields/2303"", ""display_name"": ""Ecology""}, ""field"": {""id"": ""https://openalex.org/fields/23"", ""display_name"": ""Environmental Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}]","[{""id"": ""https://openalex.org/keywords/sanitation"", ""display_name"": ""Sanitation"", ""score"": 0.5097874999046326}, {""id"": ""https://openalex.org/keywords/sustainable-development"", ""display_name"": ""Sustainable development"", ""score"": 0.5076297521591187}, {""id"": ""https://openalex.org/keywords/soil-water"", ""display_name"": ""Soil water"", ""score"": 0.4414488971233368}, {""id"": ""https://openalex.org/keywords/natural-resource-economics"", ""display_name"": ""Natural resource economics"", ""score"": 0.3964040279388428}, {""id"": ""https://openalex.org/keywords/environmental-planning"", ""display_name"": ""Environmental planning"", ""score"": 0.391381174325943}, {""id"": ""https://openalex.org/keywords/environmental-protection"", ""display_name"": ""Environmental protection"", ""score"": 0.3901558518409729}, {""id"": ""https://openalex.org/keywords/environmental-science"", ""display_name"": ""Environmental science"", ""score"": 0.38746532797813416}, {""id"": ""https://openalex.org/keywords/environmental-resource-management"", ""display_name"": ""Environmental resource management"", ""score"": 0.33810657262802124}, {""id"": ""https://openalex.org/keywords/political-science"", ""display_name"": ""Political science"", ""score"": 0.26904064416885376}, {""id"": ""https://openalex.org/keywords/environmental-engineering"", ""display_name"": ""Environmental engineering"", ""score"": 0.23285382986068726}, {""id"": ""https://openalex.org/keywords/economics"", ""display_name"": ""Economics"", ""score"": 0.14064231514930725}, {""id"": ""https://openalex.org/keywords/soil-science"", ""display_name"": ""Soil science"", ""score"": 0.14043962955474854}]",[],161,"[""https://openalex.org/W36988937"", ""https://openalex.org/W165154121"", ""https://openalex.org/W568168723"", ""https://openalex.org/W631090012"", ""https://openalex.org/W1489947495"", ""https://openalex.org/W1494232203"", ""https://openalex.org/W1552897649"", ""https://openalex.org/W1963792977"", ""https://openalex.org/W1971561411"", ""https://openalex.org/W1972639403"", ""https://openalex.org/W1973963075"", ""https://openalex.org/W1979274632"", ""https://openalex.org/W1981000556"", ""https://openalex.org/W1984178651"", ""https://openalex.org/W1995477594"", ""https://openalex.org/W1997804494"", ""https://openalex.org/W1999419423"", ""https://openalex.org/W1999483052"", ""https://openalex.org/W2000131243"", ""https://openalex.org/W2009664952"", ""https://openalex.org/W2010917543"", ""https://openalex.org/W2016505515"", ""https://openalex.org/W2018108430"", ""https://openalex.org/W2020905693"", ""https://openalex.org/W2033767937"", ""https://openalex.org/W2034569868"", ""https://openalex.org/W2049374819"", ""https://openalex.org/W2050173196"", ""https://openalex.org/W2050990045"", ""https://openalex.org/W2052225913"", ""https://openalex.org/W2056375134"", ""https://openalex.org/W2065762344"", ""https://openalex.org/W2079264709"", ""https://openalex.org/W2083039584"", ""https://openalex.org/W2088901483"", ""https://openalex.org/W2102566458"", ""https://openalex.org/W2106422155"", ""https://openalex.org/W2108349259"", ""https://openalex.org/W2113026876"", ""https://openalex.org/W2117827469"", ""https://openalex.org/W2121198834"", ""https://openalex.org/W2121771957"", ""https://openalex.org/W2122923220"", ""https://openalex.org/W2124852121"", ""https://openalex.org/W2134343912"", ""https://openalex.org/W2135093453"", ""https://openalex.org/W2137043027"", ""https://openalex.org/W2138803696"", ""https://openalex.org/W2140515325"", ""https://openalex.org/W2144189317"", ""https://openalex.org/W2148722525"", ""https://openalex.org/W2149631545"", ""https://openalex.org/W2164957454"", ""https://openalex.org/W2228864849"", ""https://openalex.org/W2238664638"", ""https://openalex.org/W2241787704"", ""https://openalex.org/W2303253455"", ""https://openalex.org/W2315596935"", ""https://openalex.org/W2318109683"", ""https://openalex.org/W2318568688"", ""https://openalex.org/W2328487243"", ""https://openalex.org/W2340830106"", ""https://openalex.org/W2399146901"", ""https://openalex.org/W2480974672"", ""https://openalex.org/W2495049294"", ""https://openalex.org/W2503960884"", ""https://openalex.org/W2509594112"", ""https://openalex.org/W2513399241"", ""https://openalex.org/W2519638019"", ""https://openalex.org/W2527815225"", ""https://openalex.org/W2530677216"", ""https://openalex.org/W2548164551"", ""https://openalex.org/W2556156368"", ""https://openalex.org/W2560133790"", ""https://openalex.org/W2560419866"", ""https://openalex.org/W2624549211"", ""https://openalex.org/W2734763566"", ""https://openalex.org/W2756249192"", ""https://openalex.org/W2762123757"", ""https://openalex.org/W2772202790"", ""https://openalex.org/W2782214968"", ""https://openalex.org/W2801680628"", ""https://openalex.org/W2804406438"", ""https://openalex.org/W2811382812"", ""https://openalex.org/W2886254547"", ""https://openalex.org/W2888722521"", ""https://openalex.org/W2889295420"", ""https://openalex.org/W2889453574"", ""https://openalex.org/W2890379924"", ""https://openalex.org/W2890522215"", ""https://openalex.org/W2895932308"", ""https://openalex.org/W2899252804"", ""https://openalex.org/W2900863075"", ""https://openalex.org/W2900973312"", ""https://openalex.org/W2901160956"", ""https://openalex.org/W2903932345"", ""https://openalex.org/W2904277548"", ""https://openalex.org/W2905427155"", ""https://openalex.org/W2910988048"", ""https://openalex.org/W2912370511"", ""https://openalex.org/W2912598574"", ""https://openalex.org/W2915239001"", ""https://openalex.org/W2939119832"", ""https://openalex.org/W2944101340"", ""https://openalex.org/W2947442861"", ""https://openalex.org/W2952278363"", ""https://openalex.org/W2955931219"", ""https://openalex.org/W2959493237"", ""https://openalex.org/W2964896111"", ""https://openalex.org/W2965511629"", ""https://openalex.org/W2978736309"", ""https://openalex.org/W2989315080"", ""https://openalex.org/W2989811794"", ""https://openalex.org/W2991337507"", ""https://openalex.org/W2991470855"", ""https://openalex.org/W2995054099"", ""https://openalex.org/W2996815787"", ""https://openalex.org/W3002200341"", ""https://openalex.org/W3003672156"", ""https://openalex.org/W3004377517"", ""https://openalex.org/W3010033717"", ""https://openalex.org/W3016436266"", ""https://openalex.org/W3019672155"", ""https://openalex.org/W3024232379"", ""https://openalex.org/W3025353112"", ""https://openalex.org/W3027806146"", ""https://openalex.org/W3032970249"", ""https://openalex.org/W3036018734"", ""https://openalex.org/W3037285280"", ""https://openalex.org/W3046084205"", ""https://openalex.org/W3046716046"", ""https://openalex.org/W3049041651"", ""https://openalex.org/W3081223604"", ""https://openalex.org/W3100816615"", ""https://openalex.org/W3107782177"", ""https://openalex.org/W3123911922"", ""https://openalex.org/W3135053573"", ""https://openalex.org/W3157198147"", ""https://openalex.org/W3188465708"", ""https://openalex.org/W3193228162"", ""https://openalex.org/W3200739370"", ""https://openalex.org/W3214142187"", ""https://openalex.org/W4212989198"", ""https://openalex.org/W4238015769"", ""https://openalex.org/W4250464480"", ""https://openalex.org/W4253224104"", ""https://openalex.org/W6684328391"", ""https://openalex.org/W6689851955"", ""https://openalex.org/W6698097161"", ""https://openalex.org/W6704135499"", ""https://openalex.org/W6723853141"", ""https://openalex.org/W6728548218"", ""https://openalex.org/W6764333973"", ""https://openalex.org/W6766501133"", ""https://openalex.org/W6771640796"", ""https://openalex.org/W6777504328"", ""https://openalex.org/W6778812319"", ""https://openalex.org/W6781384021"", ""https://openalex.org/W6792012363"", ""https://openalex.org/W6832112745"", ""https://openalex.org/W6846552921""]","[""https://openalex.org/W3127738519"", ""https://openalex.org/W2290195854"", ""https://openalex.org/W2392926292"", ""https://openalex.org/W1938737440"", ""https://openalex.org/W1513973356"", ""https://openalex.org/W2397232613"", ""https://openalex.org/W1969671051"", ""https://openalex.org/W2553942813"", ""https://openalex.org/W4388721715"", ""https://openalex.org/W4298110307""]"
