openalex_id,openalex_url,issn_l,issn,display_name,abbreviated_title,alternate_titles,type,is_oa,is_in_doaj,is_core,is_indexed_in_scopus,host_organization,host_organization_name,host_organization_lineage_names,societies,apc_prices,apc_usd,works_count,cited_by_count,h_index,i10_index,oa_percent,2yr_mean_citedness,2yr_h_index,counts_by_year,topics,id_mag,id_wikidata,id_fatcat,homepage_url,works_api_url,created_date,updated_date
S100014387,https://openalex.org/S100014387,1874-3919,"[""1874-3919"", ""1876-7737""]",Journal of Proteomics,,[],journal,False,False,True,,https://openalex.org/P4310320990,Elsevier BV,[],"[{""url"": ""http://eupa.org/"", ""organization"": ""European Proteomics Association (EuPA)""}]","[{""price"": 3450, ""currency"": ""USD""}, {""price"": 3150, ""currency"": ""EUR""}, {""price"": 2760, ""currency"": ""GBP""}, {""price"": 387640, ""currency"": ""JPY""}]",3450,5384,171293,141,3672,,2.389048991354467,,"[{""year"": 2026, ""works_count"": 45, ""oa_works_count"": 14, ""cited_by_count"": 5}, {""year"": 2025, ""works_count"": 138, ""oa_works_count"": 59, ""cited_by_count"": 195}, {""year"": 2024, ""works_count"": 164, ""oa_works_count"": 62, ""cited_by_count"": 629}, {""year"": 2023, ""works_count"": 148, ""oa_works_count"": 36, ""cited_by_count"": 1129}, {""year"": 2022, ""works_count"": 213, ""oa_works_count"": 58, ""cited_by_count"": 2192}, {""year"": 2021, ""works_count"": 246, ""oa_works_count"": 60, ""cited_by_count"": 3436}, {""year"": 2020, ""works_count"": 342, ""oa_works_count"": 95, ""cited_by_count"": 6309}, {""year"": 2019, ""works_count"": 267, ""oa_works_count"": 64, ""cited_by_count"": 6653}, {""year"": 2018, ""works_count"": 308, ""oa_works_count"": 70, ""cited_by_count"": 8804}, {""year"": 2017, ""works_count"": 434, ""oa_works_count"": 54, ""cited_by_count"": 9014}, {""year"": 2016, ""works_count"": 506, ""oa_works_count"": 91, ""cited_by_count"": 13635}, {""year"": 2015, ""works_count"": 383, ""oa_works_count"": 74, ""cited_by_count"": 15492}, {""year"": 2014, ""works_count"": 393, ""oa_works_count"": 75, ""cited_by_count"": 15260}, {""year"": 2013, ""works_count"": 419, ""oa_works_count"": 88, ""cited_by_count"": 19482}, {""year"": 2012, ""works_count"": 495, ""oa_works_count"": 83, ""cited_by_count"": 24223}, {""year"": 2011, ""works_count"": 411, ""oa_works_count"": 64, ""cited_by_count"": 19124}, {""year"": 2010, ""works_count"": 173, ""oa_works_count"": 28, ""cited_by_count"": 11225}, {""year"": 2009, ""works_count"": 177, ""oa_works_count"": 23, ""cited_by_count"": 8820}, {""year"": 2008, ""works_count"": 105, ""oa_works_count"": 14, ""cited_by_count"": 5081}, {""year"": 2007, ""works_count"": 3, ""oa_works_count"": 1, ""cited_by_count"": 268}, {""year"": 2006, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 2}, {""year"": 2005, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 29}, {""year"": 2004, ""works_count"": 4, ""oa_works_count"": 1, ""cited_by_count"": 4}, {""year"": 2002, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 1996, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 198}, {""year"": 1995, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 1991, ""works_count"": 1, ""oa_works_count"": 1, ""cited_by_count"": 0}, {""year"": 1989, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 1}, {""year"": 1988, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 82}, {""year"": 1984, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 1}, {""year"": 1917, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}]","[{""id"": ""https://openalex.org/T10519"", ""display_name"": ""Advanced Proteomics Techniques and Applications"", ""count"": 995, ""subfield"": {""id"": ""https://openalex.org/subfields/1607"", ""display_name"": ""Spectroscopy""}, ""field"": {""id"": ""https://openalex.org/fields/16"", ""display_name"": ""Chemistry""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10683"", ""display_name"": ""Mass Spectrometry Techniques and Applications"", ""count"": 430, ""subfield"": {""id"": ""https://openalex.org/subfields/1607"", ""display_name"": ""Spectroscopy""}, ""field"": {""id"": ""https://openalex.org/fields/16"", ""display_name"": ""Chemistry""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T14335"", ""display_name"": ""Educational Robotics and Engineering"", ""count"": 366, ""subfield"": {""id"": ""https://openalex.org/subfields/1702"", ""display_name"": ""Artificial Intelligence""}, ""field"": {""id"": ""https://openalex.org/fields/17"", ""display_name"": ""Computer Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13638"", ""display_name"": ""Human auditory perception and evaluation"", ""count"": 359, ""subfield"": {""id"": ""https://openalex.org/subfields/2202"", ""display_name"": ""Aerospace Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13370"", ""display_name"": ""Diverse Scientific and Economic Studies"", ""count"": 355, ""subfield"": {""id"": ""https://openalex.org/subfields/2002"", ""display_name"": ""Economics and Econometrics""}, ""field"": {""id"": ""https://openalex.org/fields/20"", ""display_name"": ""Economics, Econometrics and Finance""}, ""domain"": {""id"": ""https://openalex.org/domains/2"", ""display_name"": ""Social Sciences""}}, {""id"": ""https://openalex.org/T10836"", ""display_name"": ""Metabolomics and Mass Spectrometry Studies"", ""count"": 312, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T11353"", ""display_name"": ""Venomous Animal Envenomation and Studies"", ""count"": 208, ""subfield"": {""id"": ""https://openalex.org/subfields/1311"", ""display_name"": ""Genetics""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T10602"", ""display_name"": ""Glycosylation and Glycoproteins Research"", ""count"": 186, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T13154"", ""display_name"": ""Legal and Regulatory Analysis"", ""count"": 168, ""subfield"": {""id"": ""https://openalex.org/subfields/3313"", ""display_name"": ""Transportation""}, ""field"": {""id"": ""https://openalex.org/fields/33"", ""display_name"": ""Social Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/2"", ""display_name"": ""Social Sciences""}}, {""id"": ""https://openalex.org/T14235"", ""display_name"": ""Linguistic, Cultural, and Literary Studies"", ""count"": 168, ""subfield"": {""id"": ""https://openalex.org/subfields/3312"", ""display_name"": ""Sociology and Political Science""}, ""field"": {""id"": ""https://openalex.org/fields/33"", ""display_name"": ""Social Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/2"", ""display_name"": ""Social Sciences""}}, {""id"": ""https://openalex.org/T14423"", ""display_name"": ""Military Technology and Strategies"", ""count"": 168, ""subfield"": {""id"": ""https://openalex.org/subfields/2202"", ""display_name"": ""Aerospace Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10014"", ""display_name"": ""Plant Stress Responses and Tolerance"", ""count"": 155, ""subfield"": {""id"": ""https://openalex.org/subfields/1110"", ""display_name"": ""Plant Science""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T10303"", ""display_name"": ""Photosynthetic Processes and Mechanisms"", ""count"": 151, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T12142"", ""display_name"": ""Marine Invertebrate Physiology and Ecology"", ""count"": 117, ""subfield"": {""id"": ""https://openalex.org/subfields/1911"", ""display_name"": ""Paleontology""}, ""field"": {""id"": ""https://openalex.org/fields/19"", ""display_name"": ""Earth and Planetary Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11041"", ""display_name"": ""Ubiquitin and proteasome pathways"", ""count"": 116, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T12505"", ""display_name"": ""Peptidase Inhibition and Analysis"", ""count"": 113, ""subfield"": {""id"": ""https://openalex.org/subfields/2730"", ""display_name"": ""Oncology""}, ""field"": {""id"": ""https://openalex.org/fields/27"", ""display_name"": ""Medicine""}, ""domain"": {""id"": ""https://openalex.org/domains/4"", ""display_name"": ""Health Sciences""}}, {""id"": ""https://openalex.org/T12867"", ""display_name"": ""Advanced Biosensing Techniques and Applications"", ""count"": 112, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T10015"", ""display_name"": ""Genomics and Phylogenetic Studies"", ""count"": 104, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T10333"", ""display_name"": ""Meat and Animal Product Quality"", ""count"": 102, ""subfield"": {""id"": ""https://openalex.org/subfields/1103"", ""display_name"": ""Animal Science and Zoology""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T10076"", ""display_name"": ""Plant-Microbe Interactions and Immunity"", ""count"": 97, ""subfield"": {""id"": ""https://openalex.org/subfields/1110"", ""display_name"": ""Plant Science""}, ""field"": {""id"": ""https://openalex.org/fields/11"", ""display_name"": ""Agricultural and Biological Sciences""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T11103"", ""display_name"": ""Antimicrobial Peptides and Activities"", ""count"": 97, ""subfield"": {""id"": ""https://openalex.org/subfields/2404"", ""display_name"": ""Microbiology""}, ""field"": {""id"": ""https://openalex.org/fields/24"", ""display_name"": ""Immunology and Microbiology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T11016"", ""display_name"": ""Monoclonal and Polyclonal Antibodies Research"", ""count"": 92, ""subfield"": {""id"": ""https://openalex.org/subfields/2741"", ""display_name"": ""Radiology, Nuclear Medicine and Imaging""}, ""field"": {""id"": ""https://openalex.org/fields/27"", ""display_name"": ""Medicine""}, ""domain"": {""id"": ""https://openalex.org/domains/4"", ""display_name"": ""Health Sciences""}}, {""id"": ""https://openalex.org/T12388"", ""display_name"": ""Identification and Quantification in Food"", ""count"": 91, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T11561"", ""display_name"": ""Protein Hydrolysis and Bioactive Peptides"", ""count"": 90, ""subfield"": {""id"": ""https://openalex.org/subfields/1312"", ""display_name"": ""Molecular Biology""}, ""field"": {""id"": ""https://openalex.org/fields/13"", ""display_name"": ""Biochemistry, Genetics and Molecular Biology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}, {""id"": ""https://openalex.org/T11403"", ""display_name"": ""Invertebrate Immune Response Mechanisms"", ""count"": 80, ""subfield"": {""id"": ""https://openalex.org/subfields/2403"", ""display_name"": ""Immunology""}, ""field"": {""id"": ""https://openalex.org/fields/24"", ""display_name"": ""Immunology and Microbiology""}, ""domain"": {""id"": ""https://openalex.org/domains/1"", ""display_name"": ""Life Sciences""}}]",100014387,https://www.wikidata.org/entity/Q15767060,,https://www.journals.elsevier.com/journal-of-proteomics,https://api.openalex.org/works?filter=primary_location.source.id:S100014387,2016-06-24T00:00:00,2026-04-29T10:03:03
S1003953879,https://openalex.org/S1003953879,1330-3651,"[""1330-3651"", ""1848-6339""]",Tehnicki vjesnik - Technical Gazette,,"[""Technical gazette""]",journal,True,True,True,,https://openalex.org/P4310314774,"Faculty of Mechanical Engineering in Slavonski Brod, Faculty of Electrical Engineering in Osijek, Faculty of Civil Engineering i",[],[],"[{""price"": 400, ""currency"": ""EUR""}]",431,3338,15992,38,442,,1.3146964856230032,,"[{""year"": 2026, ""works_count"": 48, ""oa_works_count"": 48, ""cited_by_count"": 382}, {""year"": 2025, ""works_count"": 270, ""oa_works_count"": 270, ""cited_by_count"": 65}, {""year"": 2024, ""works_count"": 308, ""oa_works_count"": 308, ""cited_by_count"": 376}, {""year"": 2023, ""works_count"": 201, ""oa_works_count"": 201, ""cited_by_count"": 585}, {""year"": 2022, ""works_count"": 269, ""oa_works_count"": 269, ""cited_by_count"": 942}, {""year"": 2021, ""works_count"": 330, ""oa_works_count"": 330, ""cited_by_count"": 1418}, {""year"": 2020, ""works_count"": 275, ""oa_works_count"": 275, ""cited_by_count"": 1422}, {""year"": 2019, ""works_count"": 259, ""oa_works_count"": 259, ""cited_by_count"": 1456}, {""year"": 2018, ""works_count"": 331, ""oa_works_count"": 331, ""cited_by_count"": 2277}, {""year"": 2017, ""works_count"": 330, ""oa_works_count"": 330, ""cited_by_count"": 2084}, {""year"": 2016, ""works_count"": 246, ""oa_works_count"": 246, ""cited_by_count"": 1711}, {""year"": 2015, ""works_count"": 213, ""oa_works_count"": 213, ""cited_by_count"": 1679}, {""year"": 2014, ""works_count"": 49, ""oa_works_count"": 49, ""cited_by_count"": 432}, {""year"": 2013, ""works_count"": 36, ""oa_works_count"": 36, ""cited_by_count"": 303}, {""year"": 2012, ""works_count"": 53, ""oa_works_count"": 53, ""cited_by_count"": 504}, {""year"": 2011, ""works_count"": 25, ""oa_works_count"": 25, ""cited_by_count"": 166}, {""year"": 2010, ""works_count"": 15, ""oa_works_count"": 15, ""cited_by_count"": 118}, {""year"": 2009, ""works_count"": 28, ""oa_works_count"": 28, ""cited_by_count"": 29}, {""year"": 2008, ""works_count"": 18, ""oa_works_count"": 18, ""cited_by_count"": 24}, {""year"": 2007, ""works_count"": 11, ""oa_works_count"": 11, ""cited_by_count"": 9}, {""year"": 2006, ""works_count"": 3, ""oa_works_count"": 3, ""cited_by_count"": 1}, {""year"": 2005, ""works_count"": 4, ""oa_works_count"": 0, ""cited_by_count"": 5}, {""year"": 2004, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 2003, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 2}, {""year"": 2002, ""works_count"": 3, ""oa_works_count"": 0, ""cited_by_count"": 2}, {""year"": 2001, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 2000, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 1999, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 1997, ""works_count"": 2, ""oa_works_count"": 0, ""cited_by_count"": 0}, {""year"": 1994, ""works_count"": 1, ""oa_works_count"": 0, ""cited_by_count"": 0}]","[{""id"": ""https://openalex.org/T10188"", ""display_name"": ""Advanced machining processes and optimization"", ""count"": 127, ""subfield"": {""id"": ""https://openalex.org/subfields/2210"", ""display_name"": ""Mechanical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11159"", ""display_name"": ""Manufacturing Process and Optimization"", ""count"": 126, ""subfield"": {""id"": ""https://openalex.org/subfields/2209"", ""display_name"": ""Industrial and Manufacturing Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13113"", ""display_name"": ""Engineering Technology and Methodologies"", ""count"": 86, ""subfield"": {""id"": ""https://openalex.org/subfields/2209"", ""display_name"": ""Industrial and Manufacturing Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11301"", ""display_name"": ""Advanced Surface Polishing Techniques"", ""count"": 64, ""subfield"": {""id"": ""https://openalex.org/subfields/2204"", ""display_name"": ""Biomedical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10834"", ""display_name"": ""Welding Techniques and Residual Stresses"", ""count"": 63, ""subfield"": {""id"": ""https://openalex.org/subfields/2210"", ""display_name"": ""Mechanical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T12427"", ""display_name"": ""Metal Alloys Wear and Properties"", ""count"": 63, ""subfield"": {""id"": ""https://openalex.org/subfields/2505"", ""display_name"": ""Materials Chemistry""}, ""field"": {""id"": ""https://openalex.org/fields/25"", ""display_name"": ""Materials Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11201"", ""display_name"": ""Metallurgy and Material Forming"", ""count"": 59, ""subfield"": {""id"": ""https://openalex.org/subfields/2211"", ""display_name"": ""Mechanics of Materials""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11814"", ""display_name"": ""Advanced Manufacturing and Logistics Optimization"", ""count"": 53, ""subfield"": {""id"": ""https://openalex.org/subfields/2209"", ""display_name"": ""Industrial and Manufacturing Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10713"", ""display_name"": ""Structural Load-Bearing Analysis"", ""count"": 50, ""subfield"": {""id"": ""https://openalex.org/subfields/2205"", ""display_name"": ""Civil and Structural Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11451"", ""display_name"": ""Advanced Machining and Optimization Techniques"", ""count"": 50, ""subfield"": {""id"": ""https://openalex.org/subfields/2208"", ""display_name"": ""Electrical and Electronic Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11006"", ""display_name"": ""BIM and Construction Integration"", ""count"": 48, ""subfield"": {""id"": ""https://openalex.org/subfields/2215"", ""display_name"": ""Building and Construction""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10400"", ""display_name"": ""Network Security and Intrusion Detection"", ""count"": 44, ""subfield"": {""id"": ""https://openalex.org/subfields/1705"", ""display_name"": ""Computer Networks and Communications""}, ""field"": {""id"": ""https://openalex.org/fields/17"", ""display_name"": ""Computer Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11062"", ""display_name"": ""Gear and Bearing Dynamics Analysis"", ""count"": 44, ""subfield"": {""id"": ""https://openalex.org/subfields/2210"", ""display_name"": ""Mechanical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T11372"", ""display_name"": ""Hydraulic and Pneumatic Systems"", ""count"": 42, ""subfield"": {""id"": ""https://openalex.org/subfields/2210"", ""display_name"": ""Mechanical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13129"", ""display_name"": ""Material Properties and Applications"", ""count"": 42, ""subfield"": {""id"": ""https://openalex.org/subfields/2500"", ""display_name"": ""General Materials Science""}, ""field"": {""id"": ""https://openalex.org/fields/25"", ""display_name"": ""Materials Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13312"", ""display_name"": ""Mechanical and Thermal Properties Analysis"", ""count"": 42, ""subfield"": {""id"": ""https://openalex.org/subfields/2210"", ""display_name"": ""Mechanical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13891"", ""display_name"": ""Engineering Diagnostics and Reliability"", ""count"": 41, ""subfield"": {""id"": ""https://openalex.org/subfields/2211"", ""display_name"": ""Mechanics of Materials""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10534"", ""display_name"": ""Structural Health Monitoring Techniques"", ""count"": 40, ""subfield"": {""id"": ""https://openalex.org/subfields/2205"", ""display_name"": ""Civil and Structural Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13772"", ""display_name"": ""Geomechanics and Mining Engineering"", ""count"": 39, ""subfield"": {""id"": ""https://openalex.org/subfields/2211"", ""display_name"": ""Mechanics of Materials""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T12111"", ""display_name"": ""Industrial Vision Systems and Defect Detection"", ""count"": 38, ""subfield"": {""id"": ""https://openalex.org/subfields/2209"", ""display_name"": ""Industrial and Manufacturing Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T10700"", ""display_name"": ""Metal Forming Simulation Techniques"", ""count"": 37, ""subfield"": {""id"": ""https://openalex.org/subfields/2210"", ""display_name"": ""Mechanical Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T13717"", ""display_name"": ""Advanced Algorithms and Applications"", ""count"": 37, ""subfield"": {""id"": ""https://openalex.org/subfields/2207"", ""display_name"": ""Control and Systems Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T12487"", ""display_name"": ""Structural Engineering and Vibration Analysis"", ""count"": 36, ""subfield"": {""id"": ""https://openalex.org/subfields/2205"", ""display_name"": ""Civil and Structural Engineering""}, ""field"": {""id"": ""https://openalex.org/fields/22"", ""display_name"": ""Engineering""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}, {""id"": ""https://openalex.org/T14139"", ""display_name"": ""E-commerce and Technology Innovations"", ""count"": 36, ""subfield"": {""id"": ""https://openalex.org/subfields/1403"", ""display_name"": ""Business and International Management""}, ""field"": {""id"": ""https://openalex.org/fields/14"", ""display_name"": ""Business, Management and Accounting""}, ""domain"": {""id"": ""https://openalex.org/domains/2"", ""display_name"": ""Social Sciences""}}, {""id"": ""https://openalex.org/T10080"", ""display_name"": ""Energy Efficient Wireless Sensor Networks"", ""count"": 35, ""subfield"": {""id"": ""https://openalex.org/subfields/1705"", ""display_name"": ""Computer Networks and Communications""}, ""field"": {""id"": ""https://openalex.org/fields/17"", ""display_name"": ""Computer Science""}, ""domain"": {""id"": ""https://openalex.org/domains/3"", ""display_name"": ""Physical Sciences""}}]",1003953879,,,http://hrcak.srce.hr/tehnicki-vjesnik,https://api.openalex.org/works?filter=primary_location.source.id:S1003953879,2016-06-24T00:00:00,2026-04-29T10:03:03
